title,rating,body,review_text,cleaned_text
Poor from Samsung,1,Just for name sake Cam & Battery are 48mp & 6000mah. But coming to reality it is poor. The weight of the phone also almost 250gm so it is not a smart phone it is a hard phone. And the top menu bar beside front cam is not responding sometimes.,Poor from Samsung Just for name sake Cam & Battery are 48mp & 6000mah. But coming to reality it is poor. The weight of the phone also almost 250gm so it is not a smart phone it is a hard phone. And the top menu bar beside front cam is not responding sometimes.,"Counter({'is': 4, 'it': 3, 'the': 3, 'phone': 3, 'poor': 2, 'cam': 2, 'not': 2, 'a': 2, 'from': 1, 'samsung': 1, 'just': 1, 'for': 1, 'name': 1, 'sake': 1, 'battery': 1, 'are': 1, '48mp': 1, '6000mah': 1, 'but': 1, 'coming': 1, 'to': 1, 'reality': 1, 'weight': 1, 'of': 1, 'also': 1, 'almost': 1, '250gm': 1, 'so': 1, 'smart': 1, 'hard': 1, 'and': 1, 'top': 1, 'menu': 1, 'bar': 1, 'beside': 1, 'front': 1, 'responding': 1, 'sometimes': 1})"
Horrible product from samsung,1,Horrible product,Horrible product from samsung Horrible product,"Counter({'horrible': 2, 'product': 2, 'from': 1, 'samsung': 1})"
It's a budget package. A good phone to buy in the ₹ 10k bracket.,5,"A very satisfying  experience with the device so  far.Pros:1. Long battery life-  I am a moderate  user who does everything  except gaming. That said , the battery lasts up to 2 full days.2. Decent cameras for the price. Pictures are satisfactory but could be better.3. Very responsive finger print sensor.4. Good sound quality, although dolby's impact  is not much pronounced5. UI is great and snappy. Lots of customization options.6. The display is good and smooth with 90hz refresh rate. It does make the difference.7. Fast charging works fine.Cons:1. The weight of the phone is on the heavier side @ 220 gms2. The display could have been a full HD+ @ 1080p3. No led notification light. All though there are apps that can do the job on an AMOLED screen.Overall, a good package.","It's a budget package. A good phone to buy in the ₹ 10k bracket. A very satisfying  experience with the device so  far.Pros:1. Long battery life-  I am a moderate  user who does everything  except gaming. That said , the battery lasts up to 2 full days.2. Decent cameras for the price. Pictures are satisfactory but could be better.3. Very responsive finger print sensor.4. Good sound quality, although dolby's impact  is not much pronounced5. UI is great and snappy. Lots of customization options.6. The display is good and smooth with 90hz refresh rate. It does make the difference.7. Fast charging works fine.Cons:1. The weight of the phone is on the heavier side @ 220 gms2. The display could have been a full HD+ @ 1080p3. No led notification light. All though there are apps that can do the job on an AMOLED screen.Overall, a good package.","Counter({'the': 11, 'a': 6, 'good': 4, 'is': 4, 'it': 2, 's': 2, 'package': 2, 'phone': 2, 'to': 2, 'very': 2, 'with': 2, '1': 2, 'battery': 2, 'does': 2, 'that': 2, '2': 2, 'full': 2, 'are': 2, 'could': 2, 'and': 2, 'of': 2, 'display': 2, 'on': 2, 'budget': 1, 'buy': 1, 'in': 1, '10k': 1, 'bracket': 1, 'satisfying': 1, 'experience': 1, 'device': 1, 'so': 1, 'far': 1, 'pros': 1, 'long': 1, 'life': 1, 'i': 1, 'am': 1, 'moderate': 1, 'user': 1, 'who': 1, 'everything': 1, 'except': 1, 'gaming': 1, 'said': 1, 'lasts': 1, 'up': 1, 'days': 1, 'decent': 1, 'cameras': 1, 'for': 1, 'price': 1, 'pictures': 1, 'satisfactory': 1, 'but': 1, 'be': 1, 'better': 1, '3': 1, 'responsive': 1, 'finger': 1, 'print': 1, 'sensor': 1, '4': 1, 'sound': 1, 'quality': 1, 'although': 1, 'dolby': 1, 'impact': 1, 'not': 1, 'much': 1, 'pronounced5': 1, 'ui': 1, 'great': 1, 'snappy': 1, 'lots': 1, 'customization': 1, 'options': 1, '6': 1, 'smooth': 1, '90hz': 1, 'refresh': 1, 'rate': 1, 'make': 1, 'difference': 1, '7': 1, 'fast': 1, 'charging': 1, 'works': 1, 'fine': 1, 'cons': 1, 'weight': 1, 'heavier': 1, 'side': 1, '220': 1, 'gms2': 1, 'have': 1, 'been': 1, 'hd': 1, '1080p3': 1, 'no': 1, 'led': 1, 'notification': 1, 'light': 1, 'all': 1, 'though': 1, 'there': 1, 'apps': 1, 'can': 1, 'do': 1, 'job': 1, 'an': 1, 'amoled': 1, 'screen': 1, 'overall': 1})"
Disappointed,1,"Not a good mobile.Quite heavy in weight, you will obviously feel it. Weight is 220 gms which is far exceeding acceptable range. Can definitely be used as paperweight.Nothing special in screen, processor or camera also.Just a marketing gimmick by samsung.Stay away.. At 13.5k we deserve far better than this.","Disappointed Not a good mobile.Quite heavy in weight, you will obviously feel it. Weight is 220 gms which is far exceeding acceptable range. Can definitely be used as paperweight.Nothing special in screen, processor or camera also.Just a marketing gimmick by samsung.Stay away.. At 13.5k we deserve far better than this.","Counter({'a': 2, 'in': 2, 'weight': 2, 'is': 2, 'far': 2, 'disappointed': 1, 'not': 1, 'good': 1, 'mobile': 1, 'quite': 1, 'heavy': 1, 'you': 1, 'will': 1, 'obviously': 1, 'feel': 1, 'it': 1, '220': 1, 'gms': 1, 'which': 1, 'exceeding': 1, 'acceptable': 1, 'range': 1, 'can': 1, 'definitely': 1, 'be': 1, 'used': 1, 'as': 1, 'paperweight': 1, 'nothing': 1, 'special': 1, 'screen': 1, 'processor': 1, 'or': 1, 'camera': 1, 'also': 1, 'just': 1, 'marketing': 1, 'gimmick': 1, 'by': 1, 'samsung': 1, 'stay': 1, 'away': 1, 'at': 1, '13': 1, '5k': 1, 'we': 1, 'deserve': 1, 'better': 1, 'than': 1, 'this': 1})"
Good battery but average performance,3,Pros:1. The biggest advantage for buying this phone is the battery life. 2.Going to the body of phone it is a very greatly built it comes with the matte finish it makes the phone Look really good.Cons1. You are choosing this phone because of the four cameras then you are wrong. Because it doesn’t give any clarity even it is with the selfie camera also. the camera is not up to the mark.2. The processor is also not up to the mark because when I use this phone for 2 to 3 days in starting I just saw off in different apps and sometimes it was struggling3.The display is also not up to the markSo my general suggestion is if you’re choosing this phone for general use with having a good battery back up then you can go with itbut if you are choosing this phone because of seeing the quad cameras then you’ll be left with nothing.Thank youI hope you all will like my review,Good battery but average performance Pros:1. The biggest advantage for buying this phone is the battery life. 2.Going to the body of phone it is a very greatly built it comes with the matte finish it makes the phone Look really good.Cons1. You are choosing this phone because of the four cameras then you are wrong. Because it doesn’t give any clarity even it is with the selfie camera also. the camera is not up to the mark.2. The processor is also not up to the mark because when I use this phone for 2 to 3 days in starting I just saw off in different apps and sometimes it was struggling3.The display is also not up to the markSo my general suggestion is if you’re choosing this phone for general use with having a good battery back up then you can go with itbut if you are choosing this phone because of seeing the quad cameras then you’ll be left with nothing.Thank youI hope you all will like my review,"Counter({'the': 14, 'phone': 7, 'is': 7, 'you': 7, 'it': 6, 'this': 5, 'to': 5, 'with': 5, 'because': 4, 'up': 4, 'good': 3, 'battery': 3, 'for': 3, '2': 3, 'of': 3, 'are': 3, 'choosing': 3, 'then': 3, 'also': 3, 'not': 3, 'a': 2, 'cameras': 2, 'camera': 2, 'mark': 2, 'i': 2, 'use': 2, 'in': 2, 'my': 2, 'general': 2, 'if': 2, 'but': 1, 'average': 1, 'performance': 1, 'pros': 1, '1': 1, 'biggest': 1, 'advantage': 1, 'buying': 1, 'life': 1, 'going': 1, 'body': 1, 'very': 1, 'greatly': 1, 'built': 1, 'comes': 1, 'matte': 1, 'finish': 1, 'makes': 1, 'look': 1, 'really': 1, 'cons1': 1, 'four': 1, 'wrong': 1, 'doesn': 1, 't': 1, 'give': 1, 'any': 1, 'clarity': 1, 'even': 1, 'selfie': 1, 'processor': 1, 'when': 1, '3': 1, 'days': 1, 'starting': 1, 'just': 1, 'saw': 1, 'off': 1, 'different': 1, 'apps': 1, 'and': 1, 'sometimes': 1, 'was': 1, 'struggling3': 1, 'display': 1, 'markso': 1, 'suggestion': 1, 're': 1, 'having': 1, 'back': 1, 'can': 1, 'go': 1, 'itbut': 1, 'seeing': 1, 'quad': 1, 'll': 1, 'be': 1, 'left': 1, 'nothing': 1, 'thank': 1, 'youi': 1, 'hope': 1, 'all': 1, 'will': 1, 'like': 1, 'review': 1})"
Worst Samsung phone,1,"This is Samsung's worst phone and it hs many glitches. Samsung doesn't even cleverly keep this phone on exchange deal because it wants to push this flop phone. The settings screen automatically come on home screen randomly on any other thing that is playing. Its camera is less than mediocre. Sound quality is bad. Only redeeming feature is battery life but then who wants long battery is everything else substandard. I want to return this but there is no such option. I want to exchange it for another model but there is ni such option either. I think Amazon and Samsung are taking us for a ride. We customers must raise our voice against such malpractices. Amazon is also allowing substandard, unverified sellers to peddle junk with misleading photos and information.","Worst Samsung phone This is Samsung's worst phone and it hs many glitches. Samsung doesn't even cleverly keep this phone on exchange deal because it wants to push this flop phone. The settings screen automatically come on home screen randomly on any other thing that is playing. Its camera is less than mediocre. Sound quality is bad. Only redeeming feature is battery life but then who wants long battery is everything else substandard. I want to return this but there is no such option. I want to exchange it for another model but there is ni such option either. I think Amazon and Samsung are taking us for a ride. We customers must raise our voice against such malpractices. Amazon is also allowing substandard, unverified sellers to peddle junk with misleading photos and information.","Counter({'is': 9, 'samsung': 4, 'phone': 4, 'this': 4, 'to': 4, 'and': 3, 'it': 3, 'on': 3, 'but': 3, 'i': 3, 'such': 3, 'worst': 2, 'exchange': 2, 'wants': 2, 'screen': 2, 'battery': 2, 'substandard': 2, 'want': 2, 'there': 2, 'option': 2, 'for': 2, 'amazon': 2, 's': 1, 'hs': 1, 'many': 1, 'glitches': 1, 'doesn': 1, 't': 1, 'even': 1, 'cleverly': 1, 'keep': 1, 'deal': 1, 'because': 1, 'push': 1, 'flop': 1, 'the': 1, 'settings': 1, 'automatically': 1, 'come': 1, 'home': 1, 'randomly': 1, 'any': 1, 'other': 1, 'thing': 1, 'that': 1, 'playing': 1, 'its': 1, 'camera': 1, 'less': 1, 'than': 1, 'mediocre': 1, 'sound': 1, 'quality': 1, 'bad': 1, 'only': 1, 'redeeming': 1, 'feature': 1, 'life': 1, 'then': 1, 'who': 1, 'long': 1, 'everything': 1, 'else': 1, 'return': 1, 'no': 1, 'another': 1, 'model': 1, 'ni': 1, 'either': 1, 'think': 1, 'are': 1, 'taking': 1, 'us': 1, 'a': 1, 'ride': 1, 'we': 1, 'customers': 1, 'must': 1, 'raise': 1, 'our': 1, 'voice': 1, 'against': 1, 'malpractices': 1, 'also': 1, 'allowing': 1, 'unverified': 1, 'sellers': 1, 'peddle': 1, 'junk': 1, 'with': 1, 'misleading': 1, 'photos': 1, 'information': 1})"
Worst camera,1,Camera is very poor.. though they mentioned 48mp but it looks like 13mp,Worst camera Camera is very poor.. though they mentioned 48mp but it looks like 13mp,"Counter({'camera': 2, 'worst': 1, 'is': 1, 'very': 1, 'poor': 1, 'though': 1, 'they': 1, 'mentioned': 1, '48mp': 1, 'but': 1, 'it': 1, 'looks': 1, 'like': 1, '13mp': 1})"
Everything is just lit at this price🔥 . No complains about anything,5,"It's a real monster. Everything is awesome from display to processor EVERYTHING. Fingerprint works very fast. Battery life is also really huge. Those who are not in favour of camera quality they're wrong camera quality is just awesome, size of pic goes more than 20MB from main 48mp camera. Must buy product. Really happy from it 😌. Once again no complains regarding anything.","Everything is just lit at this price🔥 . No complains about anything It's a real monster. Everything is awesome from display to processor EVERYTHING. Fingerprint works very fast. Battery life is also really huge. Those who are not in favour of camera quality they're wrong camera quality is just awesome, size of pic goes more than 20MB from main 48mp camera. Must buy product. Really happy from it 😌. Once again no complains regarding anything.","Counter({'is': 4, 'everything': 3, 'from': 3, 'camera': 3, 'just': 2, 'no': 2, 'complains': 2, 'anything': 2, 'it': 2, 'awesome': 2, 'really': 2, 'of': 2, 'quality': 2, 'lit': 1, 'at': 1, 'this': 1, 'price': 1, 'about': 1, 's': 1, 'a': 1, 'real': 1, 'monster': 1, 'display': 1, 'to': 1, 'processor': 1, 'fingerprint': 1, 'works': 1, 'very': 1, 'fast': 1, 'battery': 1, 'life': 1, 'also': 1, 'huge': 1, 'those': 1, 'who': 1, 'are': 1, 'not': 1, 'in': 1, 'favour': 1, 'they': 1, 're': 1, 'wrong': 1, 'size': 1, 'pic': 1, 'goes': 1, 'more': 1, 'than': 1, '20mb': 1, 'main': 1, '48mp': 1, 'must': 1, 'buy': 1, 'product': 1, 'happy': 1, 'once': 1, 'again': 1, 'regarding': 1})"
Go For It,4,I am giving this review after usage of 2 daysI bought this phone only for two req 1. Battery and Camera.1. BatteryBang on it lasted for 1 and half days there are unnecessary apps pre installed please remove those one of them is Takatak and Snapchat those are  absolutely non sense.I played Call Of Duty for straight 3 hours non stop battery drained from 98% to 80 %2. Camera is decent its ok to have good clicks from this phoneLast but not least Its Made in India!!If anyone is looking for Battery phone just go for this,Go For It I am giving this review after usage of 2 daysI bought this phone only for two req 1. Battery and Camera.1. BatteryBang on it lasted for 1 and half days there are unnecessary apps pre installed please remove those one of them is Takatak and Snapchat those are  absolutely non sense.I played Call Of Duty for straight 3 hours non stop battery drained from 98% to 80 %2. Camera is decent its ok to have good clicks from this phoneLast but not least Its Made in India!!If anyone is looking for Battery phone just go for this,"Counter({'for': 6, 'this': 4, 'of': 3, '1': 3, 'battery': 3, 'and': 3, 'is': 3, 'go': 2, 'it': 2, 'i': 2, '2': 2, 'phone': 2, 'camera': 2, 'are': 2, 'those': 2, 'non': 2, 'from': 2, 'to': 2, 'its': 2, 'am': 1, 'giving': 1, 'review': 1, 'after': 1, 'usage': 1, 'daysi': 1, 'bought': 1, 'only': 1, 'two': 1, 'req': 1, 'batterybang': 1, 'on': 1, 'lasted': 1, 'half': 1, 'days': 1, 'there': 1, 'unnecessary': 1, 'apps': 1, 'pre': 1, 'installed': 1, 'please': 1, 'remove': 1, 'one': 1, 'them': 1, 'takatak': 1, 'snapchat': 1, 'absolutely': 1, 'sense': 1, 'played': 1, 'call': 1, 'duty': 1, 'straight': 1, '3': 1, 'hours': 1, 'stop': 1, 'drained': 1, '98': 1, '80': 1, 'decent': 1, 'ok': 1, 'have': 1, 'good': 1, 'clicks': 1, 'phonelast': 1, 'but': 1, 'not': 1, 'least': 1, 'made': 1, 'in': 1, 'india': 1, 'if': 1, 'anyone': 1, 'looking': 1, 'just': 1})"
Just a PowerBank with 12 mp camera attached.,1,Look is average. Battery life is good. Only go ahead if you just need a good brand name otherwise 100 of options are available in market. You will definitely get disappointed with camera which is actually not more than 12 mega pixels.  This phone nothing but a PowerBank with 12 mp camera attached. Samsung must call back these phones as it is definitely going to kill the brand name. I will highly appreciate if Amazon has the guts to publish this review. This is an open challenge to Amazon...,Just a PowerBank with 12 mp camera attached. Look is average. Battery life is good. Only go ahead if you just need a good brand name otherwise 100 of options are available in market. You will definitely get disappointed with camera which is actually not more than 12 mega pixels.  This phone nothing but a PowerBank with 12 mp camera attached. Samsung must call back these phones as it is definitely going to kill the brand name. I will highly appreciate if Amazon has the guts to publish this review. This is an open challenge to Amazon...,"Counter({'is': 5, 'a': 3, 'with': 3, '12': 3, 'camera': 3, 'this': 3, 'to': 3, 'just': 2, 'powerbank': 2, 'mp': 2, 'attached': 2, 'good': 2, 'if': 2, 'you': 2, 'brand': 2, 'name': 2, 'will': 2, 'definitely': 2, 'the': 2, 'amazon': 2, 'look': 1, 'average': 1, 'battery': 1, 'life': 1, 'only': 1, 'go': 1, 'ahead': 1, 'need': 1, 'otherwise': 1, '100': 1, 'of': 1, 'options': 1, 'are': 1, 'available': 1, 'in': 1, 'market': 1, 'get': 1, 'disappointed': 1, 'which': 1, 'actually': 1, 'not': 1, 'more': 1, 'than': 1, 'mega': 1, 'pixels': 1, 'phone': 1, 'nothing': 1, 'but': 1, 'samsung': 1, 'must': 1, 'call': 1, 'back': 1, 'these': 1, 'phones': 1, 'as': 1, 'it': 1, 'going': 1, 'kill': 1, 'i': 1, 'highly': 1, 'appreciate': 1, 'has': 1, 'guts': 1, 'publish': 1, 'review': 1, 'an': 1, 'open': 1, 'challenge': 1})"
